query,intent
측정에 대해 설명,1
수집,1
수집 궁금합니다,1
수집 알고 싶습니다,1
수집 궁금해,1
수집 알려줘,1
수집 알려줄래,1
수집 설명해줘,1
수집 설명 부탁드립니다,1
수집 설명,1
수집에 대해 궁금합니다,1
수집에 대해 알고 싶습니다,1
수집에 대해 궁금해,1
수집에 대해 알려줘,1
수집에 대해 알려줄래,1
수집에 대해 설명해줘,1
수집에 대해 설명 부탁드립니다,1
수집에 대해 설명,1
사실,1
사실 궁금합니다,1
사실 알고 싶습니다,1
사실 궁금해,1
사실 알려줘,1
사실 알려줄래,1
사실 설명해줘,1
사실 설명 부탁드립니다,1
사실 설명,1
사실에 대해 궁금합니다,1
사실에 대해 알고 싶습니다,1
사실에 대해 궁금해,1
사실에 대해 알려줘,1
사실에 대해 알려줄래,1
사실에 대해 설명해줘,1
사실에 대해 설명 부탁드립니다,1
사실에 대해 설명,1
Fact,1
Fact 궁금합니다,1
Fact 알고 싶습니다,1
Fact 궁금해,1
Fact 알려줘,1
Fact 알려줄래,1
Fact 설명해줘,1
Fact 설명 부탁드립니다,1
Fact 설명,1
Fact에 대해 궁금합니다,1
Fact에 대해 알고 싶습니다,1
Fact에 대해 궁금해,1
Fact에 대해 알려줘,1
Fact에 대해 알려줄래,1
Fact에 대해 설명해줘,1
Fact에 대해 설명 부탁드립니다,1
Fact에 대해 설명,1
값,1
값 궁금합니다,1
값 알고 싶습니다,1
값 궁금해,1
값 알려줘,1
값 알려줄래,1
값 설명해줘,1
값 설명 부탁드립니다,1
값 설명,1
값에 대해 궁금합니다,1
값에 대해 알고 싶습니다,1
값에 대해 궁금해,1
값에 대해 알려줘,1
값에 대해 알려줄래,1
값에 대해 설명해줘,1
값에 대해 설명 부탁드립니다,1
값에 대해 설명,1
Value,1
Value 궁금합니다,1
Value 알고 싶습니다,1
Value 궁금해,1
Value 알려줘,1
Value 알려줄래,1
Value 설명해줘,1
Value 설명 부탁드립니다,1
Value 설명,1
Value에 대해 궁금합니다,1
Value에 대해 알고 싶습니다,1
Value에 대해 궁금해,1
Value에 대해 알려줘,1
Value에 대해 알려줄래,1
Value에 대해 설명해줘,1
Value에 대해 설명 부탁드립니다,1
Value에 대해 설명,1
기준,1
기준 궁금합니다,1
기준 알고 싶습니다,1
기준 궁금해,1
기준 알려줘,1
기준 알려줄래,1
기준 설명해줘,1
기준 설명 부탁드립니다,1
기준 설명,1
기준에 대해 궁금합니다,1
기준에 대해 알고 싶습니다,1
기준에 대해 궁금해,1
기준에 대해 알려줘,1
기준에 대해 알려줄래,1
기준에 대해 설명해줘,1
기준에 대해 설명 부탁드립니다,1
기준에 대해 설명,1
정리,1
정리 궁금합니다,1
정리 알고 싶습니다,1
정리 궁금해,1
정리 알려줘,1
정리 알려줄래,1
정리 설명해줘,1
정리 설명 부탁드립니다,1
정리 설명,1
정리에 대해 궁금합니다,1
정리에 대해 알고 싶습니다,1
정리에 대해 궁금해,1
정리에 대해 알려줘,1
정리에 대해 알려줄래,1
정리에 대해 설명해줘,1
정리에 대해 설명 부탁드립니다,1
정리에 대해 설명,1
것,1
것 궁금합니다,1
것 알고 싶습니다,1
것 궁금해,1
것 알려줘,1
것 알려줄래,1
것 설명해줘,1
것 설명 부탁드립니다,1
것 설명,1
것에 대해 궁금합니다,1
것에 대해 알고 싶습니다,1
것에 대해 궁금해,1
것에 대해 알려줘,1
것에 대해 알려줄래,1
것에 대해 설명해줘,1
것에 대해 설명 부탁드립니다,1
것에 대해 설명,1
의미,1
의미 궁금합니다,1
의미 알고 싶습니다,1
의미 궁금해,1
의미 알려줘,1
의미 알려줄래,1
의미 설명해줘,1
의미 설명 부탁드립니다,1
의미 설명,1
의미에 대해 궁금합니다,1
의미에 대해 알고 싶습니다,1
의미에 대해 궁금해,1
의미에 대해 알려줘,1
의미에 대해 알려줄래,1
의미에 대해 설명해줘,1
의미에 대해 설명 부탁드립니다,1
의미에 대해 설명,1
Information,1
Information 궁금합니다,1
Information 알고 싶습니다,1
Information 궁금해,1
Information 알려줘,1
Information 알려줄래,1
Information 설명해줘,1
Information 설명 부탁드립니다,1
Information 설명,1
Information에 대해 궁금합니다,1
Information에 대해 알고 싶습니다,1
Information에 대해 궁금해,1
Information에 대해 알려줘,1
Information에 대해 알려줄래,1
Information에 대해 설명해줘,1
Information에 대해 설명 부탁드립니다,1
Information에 대해 설명,1
상황,1
상황 궁금합니다,1
상황 알고 싶습니다,1
상황 궁금해,1
상황 알려줘,1
상황 알려줄래,1
상황 설명해줘,1
상황 설명 부탁드립니다,1
상황 설명,1
상황에 대해 궁금합니다,1
상황에 대해 알고 싶습니다,1
상황에 대해 궁금해,1
상황에 대해 알려줘,1
상황에 대해 알려줄래,1
상황에 대해 설명해줘,1
상황에 대해 설명 부탁드립니다,1
상황에 대해 설명,1
의사 결정,1
의사 결정 궁금합니다,1
의사 결정 알고 싶습니다,1
의사 결정 궁금해,1
의사 결정 알려줘,1
의사 결정 알려줄래,1
의사 결정 설명해줘,1
의사 결정 설명 부탁드립니다,1
의사 결정 설명,1
의사 결정에 대해 궁금합니다,1
의사 결정에 대해 알고 싶습니다,1
의사 결정에 대해 궁금해,1
의사 결정에 대해 알려줘,1
의사 결정에 대해 알려줄래,1
의사 결정에 대해 설명해줘,1
의사 결정에 대해 설명 부탁드립니다,1
의사 결정에 대해 설명,1
지원,1
지원 궁금합니다,1
지원 알고 싶습니다,1
지원 궁금해,1
지원 알려줘,1
지원 알려줄래,1
지원 설명해줘,1
지원 설명 부탁드립니다,1
지원 설명,1
지원에 대해 궁금합니다,1
지원에 대해 알고 싶습니다,1
지원에 대해 궁금해,1
지원에 대해 알려줘,1
지원에 대해 알려줄래,1
지원에 대해 설명해줘,1
지원에 대해 설명 부탁드립니다,1
지원에 대해 설명,1
지식,1
지식 궁금합니다,1
지식 알고 싶습니다,1
지식 궁금해,1
지식 알려줘,1
지식 알려줄래,1
지식 설명해줘,1
지식 설명 부탁드립니다,1
지식 설명,1
지식에 대해 궁금합니다,1
지식에 대해 알고 싶습니다,1
지식에 대해 궁금해,1
지식에 대해 알려줘,1
지식에 대해 알려줄래,1
지식에 대해 설명해줘,1
지식에 대해 설명 부탁드립니다,1
지식에 대해 설명,1
컴퓨터,1
컴퓨터 궁금합니다,1
컴퓨터 알고 싶습니다,1
컴퓨터 궁금해,1
컴퓨터 알려줘,1
컴퓨터 알려줄래,1
컴퓨터 설명해줘,1
컴퓨터 설명 부탁드립니다,1
컴퓨터 설명,1
컴퓨터에 대해 궁금합니다,1
컴퓨터에 대해 알고 싶습니다,1
컴퓨터에 대해 궁금해,1
컴퓨터에 대해 알려줘,1
컴퓨터에 대해 알려줄래,1
컴퓨터에 대해 설명해줘,1
컴퓨터에 대해 설명 부탁드립니다,1
컴퓨터에 대해 설명,1
시스템,1
시스템 궁금합니다,1
시스템 알고 싶습니다,1
시스템 궁금해,1
시스템 알려줘,1
시스템 알려줄래,1
시스템 설명해줘,1
시스템 설명 부탁드립니다,1
시스템 설명,1
시스템에 대해 궁금합니다,1
시스템에 대해 알고 싶습니다,1
시스템에 대해 궁금해,1
시스템에 대해 알려줘,1
시스템에 대해 알려줄래,1
시스템에 대해 설명해줘,1
시스템에 대해 설명 부탁드립니다,1
시스템에 대해 설명,1
처리기,1
처리기 궁금합니다,1
처리기 알고 싶습니다,1
처리기 궁금해,1
처리기 알려줘,1
처리기 알려줄래,1
처리기 설명해줘,1
처리기 설명 부탁드립니다,1
처리기 설명,1
처리기에 대해 궁금합니다,1
처리기에 대해 알고 싶습니다,1
처리기에 대해 궁금해,1
처리기에 대해 알려줘,1
처리기에 대해 알려줄래,1
처리기에 대해 설명해줘,1
처리기에 대해 설명 부탁드립니다,1
처리기에 대해 설명,1
유효,1
유효 궁금합니다,1
유효 알고 싶습니다,1
유효 궁금해,1
유효 알려줘,1
유효 알려줄래,1
유효 설명해줘,1
유효 설명 부탁드립니다,1
유효 설명,1
유효에 대해 궁금합니다,1
유효에 대해 알고 싶습니다,1
유효에 대해 궁금해,1
유효에 대해 알려줘,1
유효에 대해 알려줄래,1
유효에 대해 설명해줘,1
유효에 대해 설명 부탁드립니다,1
유효에 대해 설명,1
해석,1
해석 궁금합니다,1
해석 알고 싶습니다,1
해석 궁금해,1
해석 알려줘,1
해석 알려줄래,1
해석 설명해줘,1
해석 설명 부탁드립니다,1
해석 설명,1
해석에 대해 궁금합니다,1
해석에 대해 알고 싶습니다,1
해석에 대해 궁금해,1
해석에 대해 알려줘,1
해석에 대해 알려줄래,1
해석에 대해 설명해줘,1
해석에 대해 설명 부탁드립니다,1
해석에 대해 설명,1
상호,1
상호 궁금합니다,1
상호 알고 싶습니다,1
상호 궁금해,1
상호 알려줘,1
상호 알려줄래,1
상호 설명해줘,1
상호 설명 부탁드립니다,1
상호 설명,1
상호에 대해 궁금합니다,1
상호에 대해 알고 싶습니다,1
상호에 대해 궁금해,1
상호에 대해 알려줘,1
상호에 대해 알려줄래,1
상호에 대해 설명해줘,1
상호에 대해 설명 부탁드립니다,1
상호에 대해 설명,1
간의,1
간의 궁금합니다,1
간의 알고 싶습니다,1
간의 궁금해,1
간의 알려줘,1
간의 알려줄래,1
간의 설명해줘,1
간의 설명 부탁드립니다,1
간의 설명,1
간의에 대해 궁금합니다,1
간의에 대해 알고 싶습니다,1
간의에 대해 궁금해,1
간의에 대해 알려줘,1
간의에 대해 알려줄래,1
간의에 대해 설명해줘,1
간의에 대해 설명 부탁드립니다,1
간의에 대해 설명,1
관계,1
관계 궁금합니다,1
관계 알고 싶습니다,1
관계 궁금해,1
관계 알려줘,1
관계 알려줄래,1
관계 설명해줘,1
관계 설명 부탁드립니다,1
관계 설명,1
관계에 대해 궁금합니다,1
관계에 대해 알고 싶습니다,1
관계에 대해 궁금해,1
관계에 대해 알려줘,1
관계에 대해 알려줄래,1
관계에 대해 설명해줘,1
관계에 대해 설명 부탁드립니다,1
관계에 대해 설명,1
목적,1
목적 궁금합니다,1
목적 알고 싶습니다,1
목적 궁금해,1
목적 알려줘,1
목적 알려줄래,1
목적 설명해줘,1
목적 설명 부탁드립니다,1
목적 설명,1
목적에 대해 궁금합니다,1
목적에 대해 알고 싶습니다,1
목적에 대해 궁금해,1
목적에 대해 알려줘,1
목적에 대해 알려줄래,1
목적에 대해 설명해줘,1
목적에 대해 설명 부탁드립니다,1
목적에 대해 설명,1
가공,1
가공 궁금합니다,1
가공 알고 싶습니다,1
가공 궁금해,1
가공 알려줘,1
가공 알려줄래,1
가공 설명해줘,1
가공 설명 부탁드립니다,1
가공 설명,1
가공에 대해 궁금합니다,1
가공에 대해 알고 싶습니다,1
가공에 대해 궁금해,1
가공에 대해 알려줘,1
가공에 대해 알려줄래,1
가공에 대해 설명해줘,1
가공에 대해 설명 부탁드립니다,1
가공에 대해 설명,1
형태,1
형태 궁금합니다,1
형태 알고 싶습니다,1
형태 궁금해,1
형태 알려줘,1
형태 알려줄래,1
형태 설명해줘,1
형태 설명 부탁드립니다,1
형태 설명,1
형태에 대해 궁금합니다,1
형태에 대해 알고 싶습니다,1
형태에 대해 궁금해,1
형태에 대해 알려줘,1
형태에 대해 알려줄래,1
형태에 대해 설명해줘,1
형태에 대해 설명 부탁드립니다,1
형태에 대해 설명,1
or,1
or 궁금합니다,1
or 알고 싶습니다,1
or 궁금해,1
or 알려줘,1
or 알려줄래,1
or 설명해줘,1
or 설명 부탁드립니다,1
or 설명,1
or에 대해 궁금합니다,1
or에 대해 알고 싶습니다,1
or에 대해 궁금해,1
or에 대해 알려줘,1
or에 대해 알려줄래,1
or에 대해 설명해줘,1
or에 대해 설명 부탁드립니다,1
or에 대해 설명,1
제목,1
제목 궁금합니다,1
제목 알고 싶습니다,1
제목 궁금해,1
제목 알려줘,1
제목 알려줄래,1
제목 설명해줘,1
제목 설명 부탁드립니다,1
제목 설명,1
제목에 대해 궁금합니다,1
제목에 대해 알고 싶습니다,1
제목에 대해 궁금해,1
제목에 대해 알려줘,1
제목에 대해 알려줄래,1
제목에 대해 설명해줘,1
제목에 대해 설명 부탁드립니다,1
제목에 대해 설명,1
Database,1
Database 궁금합니다,1
Database 알고 싶습니다,1
Database 궁금해,1
Database 알려줘,1
Database 알려줄래,1
Database 설명해줘,1
Database 설명 부탁드립니다,1
Database 설명,1
Database에 대해 궁금합니다,1
Database에 대해 알고 싶습니다,1
Database에 대해 궁금해,1
Database에 대해 알려줘,1
Database에 대해 알려줄래,1
Database에 대해 설명해줘,1
Database에 대해 설명 부탁드립니다,1
Database에 대해 설명,1
조직,1
조직 궁금합니다,1
조직 알고 싶습니다,1
조직 궁금해,1
조직 알려줘,1
조직 알려줄래,1
조직 설명해줘,1
조직 설명 부탁드립니다,1
조직 설명,1
조직에 대해 궁금합니다,1
조직에 대해 알고 싶습니다,1
조직에 대해 궁금해,1
조직에 대해 알려줘,1
조직에 대해 알려줄래,1
조직에 대해 설명해줘,1
조직에 대해 설명 부탁드립니다,1
조직에 대해 설명,1
응용,1
응용 궁금합니다,1
응용 알고 싶습니다,1
응용 궁금해,1
응용 알려줘,1
응용 알려줄래,1
응용 설명해줘,1
응용 설명 부탁드립니다,1
응용 설명,1
응용에 대해 궁금합니다,1
응용에 대해 알고 싶습니다,1
응용에 대해 궁금해,1
응용에 대해 알려줘,1
응용에 대해 알려줄래,1
응용에 대해 설명해줘,1
응용에 대해 설명 부탁드립니다,1
응용에 대해 설명,1
프로그램,1
프로그램 궁금합니다,1
프로그램 알고 싶습니다,1
프로그램 궁금해,1
프로그램 알려줘,1
프로그램 알려줄래,1
프로그램 설명해줘,1
프로그램 설명 부탁드립니다,1
프로그램 설명,1
프로그램에 대해 궁금합니다,1
프로그램에 대해 알고 싶습니다,1
프로그램에 대해 궁금해,1
프로그램에 대해 알려줘,1
프로그램에 대해 알려줄래,1
프로그램에 대해 설명해줘,1
프로그램에 대해 설명 부탁드립니다,1
프로그램에 대해 설명,1
공동,1
공동 궁금합니다,1
공동 알고 싶습니다,1
공동 궁금해,1
공동 알려줘,1
공동 알려줄래,1
공동 설명해줘,1
공동 설명 부탁드립니다,1
공동 설명,1
공동에 대해 궁금합니다,1
공동에 대해 알고 싶습니다,1
공동에 대해 궁금해,1
공동에 대해 알려줘,1
공동에 대해 알려줄래,1
공동에 대해 설명해줘,1
공동에 대해 설명 부탁드립니다,1
공동에 대해 설명,1
사용,1
사용 궁금합니다,1
사용 알고 싶습니다,1
사용 궁금해,1
사용 알려줘,1
사용 알려줄래,1
사용 설명해줘,1
사용 설명 부탁드립니다,1
사용 설명,1
사용에 대해 궁금합니다,1
사용에 대해 알고 싶습니다,1
사용에 대해 궁금해,1
사용에 대해 알려줘,1
사용에 대해 알려줄래,1
사용에 대해 설명해줘,1
사용에 대해 설명 부탁드립니다,1
사용에 대해 설명,1
통합,1
통합 궁금합니다,1
통합 알고 싶습니다,1
통합 궁금해,1
통합 알려줘,1
통합 알려줄래,1
통합 설명해줘,1
통합 설명 부탁드립니다,1
통합 설명,1
